educator;day;site;group;start;end;hours;activity
;;;AUCUN_PLANNING_VALIDE;;;0;Capacite enfants insuffisante avec le THE.
;;;DIAGNOSTIC;;;0;Capacite enfants insuffisante avec le THE: besoin minimum 341.25h, capacite maximale 335.00h, manque 6.25h. Il faut augmenter les heures disponibles, reduire certains besoins minimums, ou assouplir une contrainte contractuelle.
